,tag,class,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39
0,human0.txt,human,2.60026216506958,1.44048011302948,-1.2125840187072754,-1.5646440982818604,-1.415008544921875,1.752357006072998,-0.6888219714164734,-0.8314071893692017,1.402268409729004,0.1305900663137436,0.9305987358093262,0.41965582966804504,-0.9635694026947021,-2.2192044258117676,0.6534247994422913,2.377537965774536,1.9268873929977417,0.2678184509277344,0.19439493119716644,-1.166130781173706,0.9963021874427795,0.0938892662525177,-2.3395559787750244,-1.261109471321106,-0.3769897520542145,-2.4931890964508057,-2.430560827255249,0.33720341324806213,0.8901637196540833,0.9440545439720154,-1.0081721544265747,1.0483616590499878,-0.5082810521125793,-0.8410958051681519,-1.139509677886963,-1.0537173748016357,-1.8049298524856567,-1.4147348403930664,1.2491886615753174,0.3716123700141907
1,human1.txt,human,2.215768814086914,1.0317246913909912,-0.8887914419174194,-1.2748610973358154,-1.3398405313491821,1.329508900642395,-0.5240245461463928,-1.0537314414978027,1.1944223642349243,0.22827261686325073,0.21577535569667816,0.1059485524892807,-0.9167343378067017,-1.6438416242599487,0.8984248638153076,2.10062313079834,0.9782052040100098,0.17066416144371033,0.563057541847229,-0.9616097807884216,0.8141467571258545,-0.06129937991499901,-1.7981715202331543,-0.9249089956283569,0.3759976327419281,-2.1449832916259766,-2.2356719970703125,0.5019353628158569,0.8028497099876404,0.4823804199695587,-1.4297420978546143,0.6219706535339355,-0.6106040477752686,-0.5961728692054749,-0.8628822565078735,-1.2032331228256226,-2.119933605194092,-1.973196029663086,1.040921926498413,0.35502931475639343
2,human2.txt,human,2.9760007858276367,1.6378083229064941,-1.2346614599227905,-1.5561976432800293,-1.2216665744781494,1.8647786378860474,-0.6280878186225891,-1.1813650131225586,1.5888354778289795,-0.1503227800130844,0.575859010219574,0.24182187020778656,-0.9007151126861572,-2.387928009033203,0.3866340219974518,2.5686051845550537,1.6185989379882812,0.08238203078508377,0.8260585069656372,-0.8092654943466187,0.9994653463363647,-0.08646997064352036,-2.0751476287841797,-1.3012151718139648,-0.45310190320014954,-2.3140296936035156,-2.1745500564575195,0.6063745021820068,0.7541124224662781,0.8391898274421692,-1.221134066581726,1.0353795289993286,-0.48806697130203247,-0.8617618680000305,-0.7141157388687134,-1.3986330032348633,-2.044058084487915,-1.465201735496521,1.2105122804641724,0.5841700434684753
3,human3.txt,human,1.6182291507720947,1.6894092559814453,-1.2624257802963257,-0.5248857736587524,-0.997922956943512,1.3417084217071533,-0.6341772079467773,-2.175732374191284,0.6086969971656799,-0.6881914138793945,0.11403012275695801,-0.2275332361459732,-1.2407556772232056,-1.5531479120254517,0.7317162156105042,1.5020681619644165,-0.22231779992580414,-0.2459440529346466,1.676491141319275,-1.0576419830322266,0.7618404030799866,-0.619828462600708,-1.4500665664672852,-0.8426003456115723,0.961931049823761,-1.1235281229019165,-2.597754955291748,0.2091953456401825,1.0197807550430298,0.5162670612335205,-1.826730489730835,0.5577861666679382,0.25647851824760437,0.04344850033521652,-0.7255847454071045,-0.7640507817268372,-2.654411792755127,-1.9175395965576172,0.562621533870697,-0.10496024042367935
4,human4.txt,human,1.6839133501052856,1.6810173988342285,-0.6077973246574402,-1.118111491203308,-1.5354418754577637,1.1893209218978882,-0.9949600696563721,-1.0366991758346558,0.45895031094551086,-0.4515078067779541,0.683980405330658,0.2374291718006134,-1.267642855644226,-1.9104644060134888,1.4705108404159546,2.7205591201782227,0.7353542447090149,-0.1519155353307724,1.131603717803955,-0.8969154357910156,1.0721583366394043,-0.2627246379852295,-2.217923402786255,-0.8084918260574341,-0.16836372017860413,-1.065351128578186,-2.5671918392181396,0.6810203790664673,0.9983251094818115,1.2486470937728882,-1.8144142627716064,1.0993646383285522,-0.48416295647621155,0.07425422966480255,-1.0975643396377563,-0.9052203297615051,-2.8591182231903076,-2.0337557792663574,1.0752660036087036,-0.2001153528690338
5,human5.txt,human,2.3967137336730957,0.8696106672286987,-1.1279886960983276,-1.569543480873108,-1.8157185316085815,1.669450283050537,-0.3483627736568451,-0.3701708912849426,1.3753730058670044,0.7584497332572937,0.9627746343612671,0.4138888120651245,-1.1775497198104858,-2.266023635864258,0.9881026148796082,2.3003242015838623,1.9292449951171875,-0.00030532022356055677,0.1058024913072586,-1.0701940059661865,1.0185412168502808,-0.14766336977481842,-2.0924580097198486,-1.2139248847961426,-0.4938323199748993,-2.493610143661499,-2.3952577114105225,0.6299899816513062,0.5915088057518005,1.0491254329681396,-0.9840603470802307,0.8250091671943665,-0.674927294254303,-1.1026943922042847,-1.2090871334075928,-0.7222402691841125,-1.7775580883026123,-1.169447660446167,1.0553436279296875,-0.257948637008667
6,human6.txt,human,1.408948302268982,3.1027090549468994,-1.2953922748565674,-0.7504807710647583,-1.0063341856002808,1.1089975833892822,-1.1454988718032837,-1.8507205247879028,0.2620789408683777,-1.7755441665649414,-0.3263661861419678,-1.0496768951416016,-1.3259938955307007,-1.882025122642517,2.2348437309265137,2.9936037063598633,1.2438650131225586,-0.1153329461812973,3.0251107215881348,-1.3427152633666992,0.9980804920196533,-0.6464117765426636,-2.7477524280548096,-1.038669228553772,-0.8098207116127014,-1.0343440771102905,-3.330166816711426,0.9554358124732971,1.1195807456970215,1.3868962526321411,-2.2533493041992188,0.27773237228393555,-0.32388392090797424,0.882419228553772,-0.482328861951828,-0.32851824164390564,-4.2348713874816895,-2.824765682220459,0.7690714597702026,-0.5708385109901428
7,human7.txt,human,1.2286258935928345,3.1189749240875244,-1.1619077920913696,-1.1058579683303833,-1.2358837127685547,1.2711139917373657,-0.7079484462738037,-1.565744400024414,0.5121214389801025,-1.152255892753601,0.016891581937670708,-1.1654256582260132,-1.2707709074020386,-2.4346163272857666,1.7759699821472168,2.564563035964966,1.4983296394348145,-0.42834123969078064,2.565246820449829,-1.038116455078125,0.8432953953742981,-0.4267469346523285,-2.5363237857818604,-1.2054868936538696,-1.3014987707138062,-1.389468789100647,-2.9639248847961426,0.6071817278862,0.7342976927757263,1.3879456520080566,-1.9786598682403564,0.5868096351623535,-0.4075552523136139,0.4408362805843353,-0.9043350219726562,-0.061247676610946655,-3.1577062606811523,-1.826182246208191,0.3733246624469757,-0.2545550465583801
8,human8.txt,human,0.15826231241226196,2.763192653656006,-1.2495297193527222,-1.0579451322555542,-1.1028416156768799,1.3138505220413208,-1.304471731185913,-1.3073402643203735,0.5592107772827148,-1.6108570098876953,0.2969515025615692,-0.2851055860519409,-1.3291218280792236,-1.5617834329605103,1.884946346282959,2.7557079792022705,0.6261059045791626,-0.5205020904541016,2.174150228500366,-1.6240702867507935,0.8234412670135498,-0.31541529297828674,-2.368112802505493,-0.9689093232154846,-1.2807307243347168,-0.8007943630218506,-2.721209764480591,1.0531479120254517,0.9418482184410095,1.2255388498306274,-1.4195971488952637,1.1059114933013916,-0.1944381296634674,0.5301867723464966,-0.9978989958763123,0.011510700918734074,-3.122750759124756,-1.5273990631103516,0.511345624923706,-0.7554139494895935
9,human9.txt,human,0.536292552947998,2.538145065307617,-1.4477804899215698,-1.1432641744613647,-0.7679224610328674,0.8279899954795837,-1.293108582496643,-1.3260915279388428,0.5083813667297363,-1.221993088722229,-0.1544383019208908,-0.8789271712303162,-1.2584648132324219,-1.1505197286605835,1.967799186706543,2.546328067779541,1.7197132110595703,-0.63168865442276,2.056151866912842,-1.3948173522949219,0.6065526604652405,-0.3236771523952484,-2.968799591064453,-0.5670640468597412,-1.5257575511932373,-0.4989575445652008,-2.558422327041626,0.9557638764381409,0.8129862546920776,0.8655218482017517,-1.172391414642334,0.5681537389755249,-0.7348986268043518,0.6098579168319702,-1.3409032821655273,0.39257538318634033,-3.149651288986206,-1.593819260597229,0.95774245262146,-0.7071768641471863
10,human10.txt,human,-0.34122970700263977,1.8304551839828491,-0.7174654006958008,-0.78538978099823,-1.2185379266738892,0.591518759727478,-0.6725300550460815,-0.4000489413738251,0.1597384214401245,-0.5697687268257141,0.2605985701084137,-0.5200979709625244,-0.8149728178977966,-0.2241823673248291,1.6938918828964233,2.085914134979248,0.512799084186554,0.049487870186567307,1.5153489112854004,-1.4890198707580566,-0.25718700885772705,-0.2841450273990631,-1.758755087852478,-0.14742538332939148,-0.37108922004699707,0.3879667818546295,-1.7426645755767822,0.5757325887680054,0.683549702167511,0.9128619432449341,-0.7259036302566528,0.2002335637807846,-0.2772454619407654,0.5555885434150696,-1.234641194343567,0.0438784584403038,-2.161432981491089,-1.4059354066848755,0.5614750981330872,-0.41316890716552734
11,human11.txt,human,-0.683590829372406,1.9563100337982178,-1.5721921920776367,-0.6626855731010437,0.09793150424957275,0.9661800861358643,-0.4417854845523834,-1.996205449104309,-0.36830732226371765,0.040304526686668396,-0.3269410729408264,-1.5728111267089844,-0.07898962497711182,-0.05101025477051735,1.0276789665222168,1.1506803035736084,0.5192167162895203,-0.47375500202178955,2.0774729251861572,-1.7107423543930054,0.0765317901968956,-0.7034050822257996,-1.583474040031433,0.3968382179737091,-0.4820869565010071,0.28327175974845886,-2.087111711502075,1.192655086517334,0.18216240406036377,0.9900195002555847,-0.382357656955719,-0.2924964129924774,-0.07405084371566772,0.4085792899131775,-1.1669082641601562,0.7769791483879089,-3.0761029720306396,-2.4857358932495117,0.49420231580734253,-1.3398410081863403
12,human12.txt,human,-0.15549354255199432,2.197474956512451,-1.5194000005722046,-0.6601117849349976,-0.3141067326068878,0.546578049659729,-0.6167885661125183,-1.6708215475082397,-0.23363004624843597,0.09832042455673218,-0.08771208673715591,-1.63198983669281,-0.45898449420928955,-1.1051133871078491,1.6414859294891357,1.4429199695587158,0.6376981139183044,-0.30804315209388733,2.1060500144958496,-1.5433130264282227,-0.07934199273586273,-1.395557165145874,-2.0624966621398926,-0.12807229161262512,-0.40397846698760986,0.06722178310155869,-3.000875234603882,0.6187605261802673,0.23498761653900146,1.3327833414077759,-1.4189300537109375,0.1863890141248703,-0.12427819520235062,0.5549575686454773,-1.1771105527877808,0.7459050416946411,-3.085740804672241,-1.5777865648269653,0.5641849637031555,-0.8064466118812561
13,human13.txt,human,-0.26217254996299744,2.235051155090332,-1.736776351928711,-0.8124174475669861,-0.06961088627576828,0.5102980136871338,-0.7536056637763977,-1.9797950983047485,-0.13061518967151642,-0.7153289318084717,-0.6700971126556396,-1.4824459552764893,-0.714727520942688,-0.33477306365966797,0.5732982158660889,1.1406832933425903,0.8151620030403137,-1.19536554813385,2.4396891593933105,-1.6544002294540405,0.057979732751846313,-1.251360535621643,-1.4554494619369507,-0.36861374974250793,-1.2119746208190918,0.47689396142959595,-2.364840269088745,0.18101008236408234,0.16088102757930756,0.9356521368026733,-0.8454060554504395,-0.19902978837490082,0.23821687698364258,0.5547173619270325,-1.2133853435516357,0.5828721523284912,-2.3154115676879883,-1.4664920568466187,0.3223784863948822,-0.7875473499298096
14,human14.txt,human,0.7789880037307739,1.8351445198059082,-1.5670017004013062,-0.7146732807159424,-0.4939843416213989,0.41449111700057983,-0.5048890113830566,-1.0093024969100952,0.5035853981971741,-0.6593859791755676,-0.2436058223247528,-1.029853343963623,-0.4242006838321686,-0.8267699480056763,1.0881412029266357,1.545716643333435,2.208073139190674,-0.7971514463424683,1.3381168842315674,-1.0162230730056763,0.5275291800498962,-0.47203636169433594,-1.907617211341858,-0.6437860131263733,-1.797624111175537,-0.8281323313713074,-2.2581284046173096,0.44884273409843445,0.4896787703037262,0.6430245637893677,-0.8092730641365051,0.3523388206958771,-0.2794640362262726,0.10557976365089417,-0.907515287399292,0.4666219651699066,-1.7695752382278442,-1.4781466722488403,0.8272796273231506,-0.340230256319046
